image_name,tags
train_38092,clear cultivation habitation primary
train_38093,clear primary
train_38094,artisinal_mine bare_ground clear primary road water
train_38095,clear primary
train_38096,agriculture clear primary
train_38097,clear primary
train_38098,agriculture clear primary
train_38099,cloudy
train_38100,clear primary
train_38101,agriculture clear primary
train_38102,partly_cloudy primary
train_38103,clear primary
train_38104,agriculture clear primary road
train_38105,haze primary
train_38106,partly_cloudy primary
train_38107,clear primary
train_38108,cloudy
train_38109,clear primary water
train_38110,clear primary
train_38111,clear primary road water
train_38112,clear primary
train_38113,partly_cloudy primary
train_38114,agriculture clear habitation primary road
train_38115,clear primary
train_38116,agriculture clear primary
train_38117,clear primary
train_38118,agriculture partly_cloudy primary
train_38119,partly_cloudy primary
train_38120,agriculture clear cultivation primary
train_38121,clear primary water
train_38122,clear primary
train_38123,cloudy
train_38124,clear primary
train_38125,agriculture clear primary
train_38126,clear primary
train_38127,cloudy
train_38128,partly_cloudy primary
train_38129,clear primary
train_38130,partly_cloudy primary
train_38131,clear primary water
train_38132,cloudy
train_38133,agriculture clear primary road
train_38134,agriculture clear cultivation primary
train_38135,agriculture clear habitation primary road
train_38136,clear primary
train_38137,partly_cloudy primary
train_38138,clear primary
train_38139,agriculture habitation partly_cloudy primary water
train_38140,clear primary
train_38141,agriculture partly_cloudy primary road
train_38142,agriculture artisinal_mine clear primary water
train_38143,bare_ground clear primary
train_38144,agriculture partly_cloudy primary
train_38145,agriculture clear cultivation primary
train_38146,clear water
train_38147,clear primary
train_38148,agriculture cultivation partly_cloudy primary road
train_38149,cloudy
train_38150,agriculture clear cultivation primary water
train_38151,partly_cloudy primary
train_38152,clear habitation primary road
train_38153,cloudy
train_38154,agriculture clear habitation primary road
train_38155,partly_cloudy primary
train_38156,clear primary
train_38157,clear primary
train_38158,agriculture bare_ground clear primary road
train_38159,clear primary water
train_38160,agriculture clear cultivation primary
train_38161,cloudy
train_38162,clear primary
train_38163,partly_cloudy primary
train_38164,agriculture partly_cloudy primary
train_38165,agriculture clear cultivation habitation primary
train_38166,cloudy
train_38167,clear primary
train_38168,partly_cloudy primary water
train_38169,clear primary
train_38170,agriculture clear habitation primary road
train_38171,clear primary
train_38172,haze primary
train_38173,clear primary
train_38174,agriculture clear cultivation primary blooming
train_38175,partly_cloudy primary
train_38176,clear primary
train_38177,agriculture partly_cloudy primary
train_38178,clear primary
train_38179,partly_cloudy primary
train_38180,clear primary water
train_38181,agriculture partly_cloudy primary road
train_38182,agriculture clear primary water
train_38183,partly_cloudy primary
train_38184,haze primary water
train_38185,clear primary
train_38186,agriculture clear primary road
train_38187,clear primary
train_38188,clear cultivation primary
train_38189,haze primary
train_38190,bare_ground partly_cloudy primary
train_38191,clear primary
train_38192,partly_cloudy primary
train_38193,agriculture clear habitation primary road
train_38194,partly_cloudy primary
train_38195,clear primary
train_38196,clear primary
train_38197,clear primary
train_38198,clear cultivation primary water
train_38199,clear primary
train_38200,clear primary
train_38201,clear primary
train_38202,agriculture clear water
train_38203,agriculture clear habitation primary road
train_38204,agriculture clear primary road water
train_38205,bare_ground clear
train_38206,clear primary
train_38207,bare_ground clear primary
train_38208,clear primary
train_38209,cultivation partly_cloudy primary
train_38210,clear primary
train_38211,agriculture clear primary
train_38212,agriculture clear cultivation primary
train_38213,clear water
train_38214,clear primary
train_38215,agriculture clear cultivation primary road
train_38216,partly_cloudy primary water
train_38217,cloudy
train_38218,clear primary
train_38219,clear primary
train_38220,agriculture clear primary
train_38221,agriculture clear cultivation primary
train_38222,clear primary road water
train_38223,clear primary
train_38224,agriculture bare_ground clear primary road
train_38225,agriculture clear primary road
train_38226,clear primary
train_38227,agriculture clear habitation primary road
train_38228,agriculture bare_ground clear primary road
train_38229,agriculture clear habitation primary
train_38230,haze primary
train_38231,partly_cloudy primary road water
train_38232,agriculture clear primary road
train_38233,agriculture clear cultivation habitation primary road
train_38234,clear primary
train_38235,clear primary
train_38236,clear primary
train_38237,clear primary
train_38238,partly_cloudy primary
train_38239,partly_cloudy primary water
train_38240,clear primary
train_38241,clear primary road selective_logging
train_38242,clear primary
train_38243,clear primary
train_38244,agriculture cultivation partly_cloudy primary
train_38245,clear primary water
train_38246,clear primary
train_38247,agriculture clear habitation primary road
train_38248,clear primary water
train_38249,clear primary
train_38250,agriculture clear primary
train_38251,clear primary
train_38252,partly_cloudy primary water
train_38253,clear primary
train_38254,clear primary
train_38255,agriculture clear primary road water
train_38256,agriculture partly_cloudy primary road
train_38257,cultivation haze primary water
train_38258,agriculture clear cultivation primary road
train_38259,haze primary
train_38260,agriculture clear habitation primary road
train_38261,clear primary
train_38262,partly_cloudy primary
train_38263,cloudy
train_38264,clear primary
train_38265,agriculture artisinal_mine clear primary road water
train_38266,clear primary water
train_38267,clear primary
train_38268,partly_cloudy primary
train_38269,agriculture clear primary road slash_burn
train_38270,clear cultivation primary
train_38271,clear primary
train_38272,agriculture bare_ground clear cultivation road
train_38273,agriculture clear primary
train_38274,haze primary road water
train_38275,clear primary
train_38276,agriculture clear habitation primary road
train_38277,agriculture clear primary road
train_38278,cloudy
train_38279,clear primary
train_38280,clear primary
train_38281,clear primary
train_38282,partly_cloudy primary
train_38283,agriculture cultivation haze primary road water
train_38284,agriculture cultivation haze primary
train_38285,haze primary
train_38286,clear cultivation primary slash_burn water
train_38287,cloudy
train_38288,clear primary
train_38289,partly_cloudy primary
train_38290,artisinal_mine clear primary water
train_38291,haze primary
train_38292,clear primary
train_38293,agriculture clear primary
train_38294,agriculture cultivation haze primary
train_38295,clear primary water
train_38296,clear primary water
train_38297,clear primary
train_38298,clear primary
train_38299,clear primary
train_38300,cloudy
train_38301,haze primary
train_38302,haze primary
train_38303,agriculture clear primary road
train_38304,haze primary
train_38305,clear primary
train_38306,clear primary
train_38307,agriculture bare_ground partly_cloudy primary
train_38308,partly_cloudy primary
train_38309,agriculture clear primary
train_38310,agriculture clear cultivation primary
train_38311,agriculture haze primary water
train_38312,clear primary
train_38313,haze primary
train_38314,haze primary
train_38315,agriculture bare_ground clear
train_38316,agriculture clear habitation primary road
train_38317,agriculture clear primary road water
train_38318,clear primary
train_38319,clear primary
train_38320,clear primary
train_38321,clear primary
train_38322,clear primary
train_38323,clear primary
train_38324,partly_cloudy primary
train_38325,clear primary
train_38326,clear primary
train_38327,agriculture cultivation partly_cloudy primary road water
train_38328,agriculture clear primary
train_38329,cloudy
train_38330,clear primary
train_38331,artisinal_mine bare_ground clear primary road water
train_38332,clear primary
train_38333,agriculture clear primary
train_38334,agriculture clear cultivation primary road
train_38335,clear primary road
train_38336,clear primary
train_38337,agriculture clear primary road
train_38338,clear primary
train_38339,clear primary road water
train_38340,clear primary
train_38341,haze primary water
train_38342,agriculture clear primary
train_38343,clear primary
train_38344,clear cultivation primary slash_burn
train_38345,clear primary
train_38346,haze primary
train_38347,clear primary water
train_38348,clear primary
train_38349,clear primary
train_38350,agriculture clear cultivation habitation primary road
train_38351,agriculture clear primary
train_38352,agriculture clear primary road
train_38353,partly_cloudy primary
train_38354,agriculture haze primary road water
train_38355,clear primary
train_38356,clear primary
train_38357,agriculture clear cultivation primary
train_38358,agriculture clear primary
train_38359,agriculture clear primary road
train_38360,clear primary
train_38361,agriculture haze primary
train_38362,partly_cloudy primary
train_38363,clear primary
train_38364,clear primary
train_38365,clear primary
train_38366,agriculture habitation partly_cloudy primary
train_38367,agriculture partly_cloudy primary
train_38368,partly_cloudy primary
train_38369,clear primary water
train_38370,clear water
train_38371,agriculture clear primary
train_38372,clear primary
train_38373,agriculture blow_down clear primary
train_38374,clear primary
train_38375,agriculture clear primary
train_38376,haze primary water
train_38377,agriculture clear habitation primary road
train_38378,agriculture clear cultivation primary selective_logging
train_38379,clear primary
train_38380,agriculture clear primary road
train_38381,clear primary
train_38382,partly_cloudy primary
train_38383,clear primary
train_38384,clear cultivation primary water
train_38385,agriculture clear habitation primary road
train_38386,partly_cloudy primary
train_38387,clear primary
train_38388,agriculture clear primary water
train_38389,clear primary
train_38390,agriculture clear habitation primary
train_38391,haze primary
train_38392,blow_down clear primary
train_38393,agriculture clear habitation road
train_38394,clear primary
train_38395,clear primary water
train_38396,clear primary
train_38397,clear primary
train_38398,clear primary water
train_38399,clear primary
train_38400,cloudy
train_38401,blow_down clear primary
train_38402,agriculture partly_cloudy primary
train_38403,clear primary
train_38404,clear primary
train_38405,cloudy
train_38406,agriculture clear primary
train_38407,haze primary
train_38408,partly_cloudy primary
train_38409,agriculture clear habitation primary road
train_38410,agriculture clear primary road
train_38411,haze primary
train_38412,agriculture clear primary road
train_38413,clear primary
train_38414,agriculture clear cultivation primary
train_38415,clear primary water
train_38416,agriculture clear primary water
train_38417,clear primary water
train_38418,clear primary
train_38419,partly_cloudy primary
train_38420,cloudy
train_38421,agriculture partly_cloudy primary road
train_38422,clear primary
train_38423,agriculture clear primary road
train_38424,clear primary
train_38425,clear primary
train_38426,haze primary
train_38427,agriculture clear primary
train_38428,haze primary
train_38429,clear primary water
train_38430,clear primary
train_38431,agriculture clear habitation primary road
train_38432,clear primary
train_38433,clear primary
train_38434,agriculture clear habitation primary road
train_38435,agriculture habitation partly_cloudy primary water
train_38436,clear primary
train_38437,agriculture clear primary road water
train_38438,clear primary
train_38439,clear primary
train_38440,partly_cloudy primary water
train_38441,clear primary water
train_38442,haze primary
train_38443,clear primary blooming
train_38444,clear primary
train_38445,haze primary
train_38446,cloudy
train_38447,clear habitation primary
train_38448,clear primary water
train_38449,agriculture clear primary
train_38450,cloudy
train_38451,clear primary
train_38452,agriculture clear cultivation primary water
train_38453,blooming clear primary
train_38454,clear primary
train_38455,clear primary
train_38456,agriculture clear primary water
train_38457,agriculture clear primary road
train_38458,agriculture clear cultivation primary
train_38459,agriculture clear primary
train_38460,clear primary
train_38461,partly_cloudy primary
train_38462,agriculture clear habitation primary road
train_38463,partly_cloudy primary water
train_38464,agriculture clear primary water
train_38465,clear primary road
train_38466,clear primary
train_38467,cloudy
train_38468,clear primary
train_38469,agriculture cultivation haze primary
train_38470,clear cultivation primary
train_38471,partly_cloudy primary
train_38472,agriculture clear cultivation primary
train_38473,haze primary
train_38474,clear primary
train_38475,clear primary
train_38476,clear primary water
train_38477,partly_cloudy primary
train_38478,partly_cloudy primary
train_38479,clear primary
train_38480,agriculture clear habitation primary road
train_38481,clear cultivation primary
train_38482,blooming clear cultivation primary
train_38483,agriculture clear cultivation habitation primary road
train_38484,bare_ground clear
train_38485,clear primary
train_38486,clear primary
train_38487,clear primary
train_38488,clear primary water
train_38489,agriculture clear habitation primary road
train_38490,agriculture clear cultivation primary
train_38491,clear primary
train_38492,clear primary
train_38493,haze primary
train_38494,clear primary
train_38495,agriculture partly_cloudy primary
train_38496,clear primary
train_38497,clear primary
train_38498,agriculture clear primary road
train_38499,agriculture clear cultivation primary
train_38500,partly_cloudy primary
train_38501,agriculture cultivation partly_cloudy primary slash_burn
train_38502,partly_cloudy primary
train_38503,agriculture clear cultivation habitation primary road water
train_38504,clear primary
train_38505,clear primary
train_38506,clear primary
train_38507,agriculture haze primary road
train_38508,agriculture clear primary
train_38509,clear habitation primary road water
train_38510,clear primary
train_38511,blow_down clear primary road
train_38512,clear primary
train_38513,clear primary
train_38514,clear habitation primary slash_burn
train_38515,clear primary
train_38516,agriculture clear primary road
train_38517,agriculture clear primary
train_38518,clear habitation road
train_38519,agriculture clear primary water
train_38520,clear primary
train_38521,partly_cloudy primary water
train_38522,agriculture clear habitation primary road
train_38523,clear primary
train_38524,clear primary
train_38525,clear primary
train_38526,agriculture clear cultivation primary
train_38527,haze primary
train_38528,clear primary
train_38529,agriculture clear habitation primary road
train_38530,agriculture habitation partly_cloudy primary road
train_38531,partly_cloudy primary road water
train_38532,haze primary
train_38533,agriculture clear cultivation cultivation primary
train_38534,agriculture clear cultivation primary
train_38535,clear primary
train_38536,agriculture clear cultivation habitation primary
train_38537,clear primary
train_38538,agriculture clear primary
train_38539,agriculture clear primary water
train_38540,clear primary water
train_38541,cloudy
train_38542,agriculture haze primary water
train_38543,clear primary water
train_38544,agriculture clear primary road water
train_38545,clear primary
train_38546,clear primary
train_38547,clear primary
train_38548,clear primary
train_38549,cloudy
train_38550,clear primary
train_38551,clear primary
train_38552,agriculture habitation partly_cloudy primary road
train_38553,clear primary road water
train_38554,clear primary
train_38555,clear primary
train_38556,clear primary
train_38557,clear primary
train_38558,bare_ground cultivation partly_cloudy primary road
train_38559,clear primary
train_38560,haze primary
train_38561,clear primary
train_38562,agriculture partly_cloudy primary
train_38563,agriculture clear habitation primary road
train_38564,partly_cloudy primary
train_38565,clear primary
train_38566,clear primary
train_38567,cloudy
train_38568,clear primary
train_38569,clear primary
train_38570,clear primary
train_38571,clear primary
train_38572,clear primary
train_38573,clear cultivation primary water
train_38574,haze primary
train_38575,clear primary
train_38576,agriculture clear cultivation cultivation primary water
train_38577,clear primary water
train_38578,clear primary
train_38579,partly_cloudy primary
train_38580,agriculture clear cultivation habitation primary road
train_38581,clear primary
train_38582,clear primary road water
train_38583,agriculture clear habitation primary road blow_down
train_38584,clear primary
train_38585,clear primary
train_38586,clear primary
train_38587,clear primary
train_38588,partly_cloudy primary
train_38589,haze primary water
train_38590,agriculture clear cultivation habitation primary
train_38591,clear cultivation primary
train_38592,partly_cloudy primary
train_38593,agriculture clear habitation primary road
train_38594,agriculture clear habitation primary slash_burn
train_38595,agriculture clear primary
train_38596,agriculture clear cultivation primary
train_38597,clear primary
train_38598,partly_cloudy primary
train_38599,clear primary
train_38600,agriculture clear primary road
train_38601,agriculture cultivation habitation partly_cloudy primary
train_38602,agriculture partly_cloudy primary
train_38603,cultivation habitation partly_cloudy primary
train_38604,clear primary
train_38605,bare_ground partly_cloudy primary
train_38606,cloudy
train_38607,agriculture blow_down partly_cloudy primary
train_38608,clear primary
train_38609,clear primary
train_38610,cloudy
train_38611,agriculture clear primary
train_38612,clear primary water
train_38613,partly_cloudy primary
train_38614,agriculture clear road
train_38615,clear habitation primary road water
train_38616,clear primary
train_38617,clear cultivation habitation primary
train_38618,clear primary
train_38619,agriculture clear road
train_38620,clear primary
train_38621,clear primary
train_38622,clear primary
train_38623,haze primary
train_38624,partly_cloudy primary
train_38625,clear cultivation primary road
train_38626,agriculture clear habitation primary road
train_38627,agriculture clear habitation primary
train_38628,haze primary
train_38629,clear primary water
train_38630,partly_cloudy primary
train_38631,clear primary
train_38632,agriculture clear cultivation primary
train_38633,agriculture partly_cloudy primary road
train_38634,clear primary
train_38635,agriculture clear primary road
train_38636,clear primary
train_38637,partly_cloudy primary
train_38638,agriculture clear cultivation habitation primary road
train_38639,clear primary
train_38640,clear primary
train_38641,clear water
train_38642,clear primary
train_38643,clear primary
train_38644,clear primary
train_38645,agriculture clear habitation primary road water
train_38646,agriculture clear primary road water
train_38647,agriculture clear primary road
train_38648,clear cultivation primary
train_38649,clear primary water
train_38650,cloudy
train_38651,haze primary
train_38652,clear primary
train_38653,agriculture clear primary water
train_38654,clear primary
train_38655,agriculture artisinal_mine clear primary road
train_38656,partly_cloudy primary
train_38657,cloudy
train_38658,agriculture clear habitation primary
train_38659,partly_cloudy primary
train_38660,clear primary
train_38661,partly_cloudy primary
train_38662,agriculture clear primary road
train_38663,agriculture clear cultivation habitation primary road
train_38664,clear primary water
train_38665,partly_cloudy primary road water
train_38666,clear primary
train_38667,agriculture clear primary
train_38668,partly_cloudy primary
train_38669,agriculture partly_cloudy primary
train_38670,clear primary
train_38671,clear primary
train_38672,agriculture clear primary road
train_38673,agriculture clear cultivation primary
train_38674,partly_cloudy primary
train_38675,clear primary
train_38676,agriculture partly_cloudy primary
train_38677,partly_cloudy primary
train_38678,clear primary road water
train_38679,agriculture clear primary road water
train_38680,partly_cloudy primary
train_38681,agriculture haze primary water
train_38682,partly_cloudy primary
train_38683,partly_cloudy primary
train_38684,clear primary
train_38685,artisinal_mine partly_cloudy primary water
train_38686,clear primary
train_38687,clear primary
train_38688,clear primary
train_38689,agriculture clear habitation primary road
train_38690,bare_ground clear primary
train_38691,clear primary
train_38692,agriculture clear primary water
train_38693,agriculture clear primary road
train_38694,agriculture haze primary road
train_38695,agriculture bare_ground clear cultivation primary
train_38696,clear primary
train_38697,agriculture clear primary
train_38698,cloudy
train_38699,clear cultivation primary
train_38700,agriculture clear primary
train_38701,conventional_mine partly_cloudy primary road water
train_38702,clear primary
train_38703,agriculture cultivation partly_cloudy primary
train_38704,clear primary
train_38705,clear habitation primary road
train_38706,partly_cloudy primary water
train_38707,agriculture cultivation partly_cloudy primary
train_38708,clear primary
train_38709,cloudy
train_38710,clear primary
train_38711,clear primary water
train_38712,clear primary
train_38713,clear primary
train_38714,clear primary
train_38715,clear primary
train_38716,partly_cloudy primary
train_38717,agriculture clear primary road
train_38718,agriculture cultivation partly_cloudy primary
train_38719,agriculture clear cultivation habitation primary water
train_38720,bare_ground haze
train_38721,agriculture clear primary road
train_38722,agriculture clear habitation primary road water
train_38723,clear primary road water conventional_mine
train_38724,haze primary
train_38725,agriculture clear primary water
train_38726,partly_cloudy primary road water
train_38727,clear water
train_38728,clear primary
train_38729,clear primary
train_38730,partly_cloudy primary
train_38731,clear primary
train_38732,agriculture clear habitation primary road
train_38733,clear primary road water
train_38734,haze primary
train_38735,cloudy
train_38736,clear primary
train_38737,agriculture partly_cloudy primary
train_38738,clear primary
train_38739,agriculture haze primary road water
train_38740,clear cultivation primary
train_38741,partly_cloudy primary
train_38742,agriculture partly_cloudy primary water
train_38743,clear primary
train_38744,agriculture haze primary road water
train_38745,clear cultivation primary
train_38746,clear primary
train_38747,agriculture clear primary road
train_38748,clear primary
train_38749,clear primary
train_38750,agriculture clear cultivation primary slash_burn
train_38751,partly_cloudy primary road water
train_38752,agriculture clear primary
train_38753,partly_cloudy primary water
train_38754,agriculture bare_ground clear cultivation habitation primary road water
train_38755,haze primary
train_38756,partly_cloudy primary
train_38757,cloudy
train_38758,haze primary
train_38759,clear primary road water
train_38760,clear primary
train_38761,agriculture clear primary road
train_38762,cultivation haze primary water
train_38763,agriculture clear habitation primary road
train_38764,clear primary
train_38765,agriculture clear primary water
train_38766,agriculture clear primary road water
train_38767,partly_cloudy primary
train_38768,agriculture clear primary
train_38769,agriculture haze primary road
train_38770,clear habitation water
train_38771,agriculture clear habitation primary
train_38772,clear primary road water
train_38773,partly_cloudy primary
train_38774,clear primary
train_38775,agriculture clear primary road water
train_38776,clear cultivation primary
train_38777,clear primary
train_38778,clear primary
train_38779,agriculture clear primary water
train_38780,agriculture partly_cloudy primary road water
train_38781,agriculture cultivation partly_cloudy primary
train_38782,clear primary water
train_38783,agriculture clear primary water
train_38784,clear primary
train_38785,agriculture clear habitation primary road
train_38786,agriculture cultivation partly_cloudy primary road
train_38787,agriculture clear cultivation habitation primary road
train_38788,cloudy
train_38789,bare_ground clear road
train_38790,agriculture clear primary road water
train_38791,clear primary
train_38792,clear primary
train_38793,agriculture haze primary
train_38794,partly_cloudy primary
train_38795,partly_cloudy primary
train_38796,agriculture artisinal_mine clear cultivation habitation primary water
train_38797,clear primary
train_38798,haze primary
train_38799,agriculture clear primary
train_38800,agriculture cultivation partly_cloudy primary
train_38801,bare_ground partly_cloudy primary water
train_38802,agriculture clear primary water
train_38803,clear primary
train_38804,cloudy
train_38805,agriculture clear cultivation primary
train_38806,clear primary
train_38807,cloudy
train_38808,cloudy
train_38809,agriculture partly_cloudy primary
train_38810,clear primary
train_38811,agriculture clear primary water
train_38812,agriculture partly_cloudy primary road
train_38813,agriculture clear primary road
train_38814,partly_cloudy primary
train_38815,partly_cloudy primary
train_38816,clear primary
train_38817,clear primary
train_38818,cloudy
train_38819,partly_cloudy primary water
train_38820,agriculture clear primary
train_38821,agriculture cultivation habitation partly_cloudy primary road
train_38822,agriculture clear habitation primary road
train_38823,cloudy
train_38824,cloudy
train_38825,cloudy
train_38826,agriculture clear primary water
train_38827,agriculture clear cultivation primary water
train_38828,agriculture clear habitation primary road
train_38829,agriculture clear primary water
train_38830,clear primary
train_38831,agriculture clear habitation primary road
train_38832,agriculture clear habitation primary road water
train_38833,cloudy
train_38834,clear water
train_38835,cloudy
train_38836,agriculture clear habitation primary road
train_38837,partly_cloudy primary
train_38838,clear primary
train_38839,clear primary
train_38840,agriculture clear cultivation primary road
train_38841,clear primary
train_38842,agriculture clear primary road
train_38843,partly_cloudy primary
train_38844,agriculture clear cultivation cultivation habitation primary road water
train_38845,agriculture partly_cloudy primary road
train_38846,agriculture cultivation partly_cloudy primary road
train_38847,clear primary
train_38848,clear primary
train_38849,agriculture clear cultivation primary road water
train_38850,agriculture partly_cloudy primary road
train_38851,clear habitation primary road
train_38852,agriculture clear cultivation primary water
train_38853,agriculture partly_cloudy primary road
train_38854,clear primary
train_38855,partly_cloudy primary road water
train_38856,clear primary
train_38857,partly_cloudy primary
train_38858,clear primary
train_38859,clear primary
train_38860,agriculture bare_ground clear road
train_38861,agriculture cultivation partly_cloudy primary
train_38862,partly_cloudy primary
train_38863,agriculture cultivation haze primary
train_38864,agriculture clear primary
train_38865,clear primary
train_38866,clear primary
train_38867,artisinal_mine bare_ground clear primary water
train_38868,partly_cloudy primary
train_38869,clear primary
train_38870,haze primary water
train_38871,agriculture cultivation partly_cloudy primary road
train_38872,clear primary water
train_38873,agriculture partly_cloudy primary
train_38874,agriculture clear cultivation primary road
train_38875,clear cultivation primary
train_38876,clear primary
train_38877,agriculture clear primary water
train_38878,agriculture clear cultivation primary
train_38879,agriculture clear primary road
train_38880,clear primary
train_38881,clear primary selective_logging
train_38882,clear primary
train_38883,partly_cloudy primary
train_38884,clear primary
train_38885,agriculture clear primary water
train_38886,agriculture partly_cloudy primary road
train_38887,partly_cloudy primary
train_38888,agriculture clear primary road
train_38889,agriculture clear habitation primary road
train_38890,cloudy
train_38891,clear primary water
train_38892,partly_cloudy primary
train_38893,cloudy
train_38894,agriculture clear primary road
train_38895,clear cultivation primary
train_38896,clear primary
train_38897,agriculture clear cultivation primary
train_38898,clear primary
train_38899,partly_cloudy primary
train_38900,agriculture clear cultivation primary
train_38901,agriculture bare_ground clear primary
train_38902,agriculture clear habitation primary road
train_38903,partly_cloudy primary
train_38904,partly_cloudy primary water
train_38905,clear primary
train_38906,habitation partly_cloudy primary water
train_38907,agriculture clear primary
train_38908,clear primary
train_38909,haze primary
train_38910,clear primary
train_38911,partly_cloudy primary
train_38912,agriculture clear habitation primary road
train_38913,clear primary
train_38914,clear primary
train_38915,agriculture clear primary water
train_38916,clear primary
train_38917,clear primary
train_38918,clear primary
train_38919,clear primary
train_38920,clear primary
train_38921,clear cultivation primary
train_38922,clear primary
train_38923,agriculture clear cultivation primary road
train_38924,agriculture clear habitation primary road
train_38925,cloudy
train_38926,agriculture clear cultivation primary road
train_38927,agriculture clear primary road
train_38928,agriculture clear cultivation primary
train_38929,clear primary
train_38930,clear primary water
train_38931,clear primary slash_burn water
train_38932,clear primary
train_38933,partly_cloudy primary
train_38934,agriculture clear primary
train_38935,agriculture clear primary
train_38936,agriculture cultivation habitation partly_cloudy primary water
train_38937,clear primary
train_38938,agriculture clear habitation primary road
train_38939,clear primary
train_38940,clear primary
train_38941,clear primary water
train_38942,cloudy
train_38943,agriculture clear cultivation primary road
train_38944,clear primary
train_38945,clear primary
train_38946,agriculture clear primary road
train_38947,cloudy
train_38948,agriculture clear habitation primary road water
train_38949,clear primary water
train_38950,agriculture clear cultivation primary
train_38951,clear primary
train_38952,partly_cloudy primary water
train_38953,clear primary
train_38954,clear cultivation primary
train_38955,clear primary water
train_38956,agriculture clear primary road
train_38957,cloudy
train_38958,clear primary
train_38959,clear primary
train_38960,clear primary
train_38961,clear primary
train_38962,clear primary
train_38963,clear primary
train_38964,cloudy
train_38965,agriculture clear habitation road
train_38966,agriculture partly_cloudy primary road
train_38967,clear primary
train_38968,cloudy
train_38969,clear primary
train_38970,partly_cloudy primary water
train_38971,agriculture clear cultivation primary road water
train_38972,clear primary
train_38973,clear primary road
train_38974,artisinal_mine clear primary water
train_38975,agriculture clear cultivation primary
train_38976,agriculture partly_cloudy primary road
train_38977,agriculture clear primary road
train_38978,clear primary
train_38979,cloudy
train_38980,clear primary
train_38981,clear primary
train_38982,clear primary road water
train_38983,cloudy
train_38984,agriculture haze primary road
train_38985,clear primary
train_38986,clear cultivation primary water
train_38987,agriculture clear cultivation primary
train_38988,cloudy
train_38989,bare_ground clear primary road
train_38990,haze primary water
train_38991,clear primary
train_38992,agriculture clear primary
train_38993,clear primary
train_38994,agriculture clear habitation primary
train_38995,agriculture clear cultivation primary slash_burn
train_38996,partly_cloudy primary water
train_38997,agriculture clear primary
train_38998,agriculture clear primary road
train_38999,partly_cloudy primary
train_39000,bare_ground clear
train_39001,agriculture clear habitation primary road
train_39002,agriculture haze primary
train_39003,agriculture clear cultivation primary
train_39004,agriculture clear habitation primary
train_39005,agriculture partly_cloudy primary
train_39006,agriculture clear primary
train_39007,agriculture clear habitation primary road
train_39008,partly_cloudy primary
train_39009,clear primary
train_39010,haze primary water
train_39011,agriculture partly_cloudy primary
train_39012,clear primary
train_39013,clear primary
train_39014,partly_cloudy primary
train_39015,bare_ground clear
train_39016,agriculture bare_ground clear habitation primary road
train_39017,agriculture clear primary water
train_39018,clear primary
train_39019,clear primary
train_39020,agriculture clear cultivation primary
train_39021,clear primary
train_39022,partly_cloudy primary
train_39023,clear primary
train_39024,clear cultivation primary
train_39025,clear primary
train_39026,clear primary
train_39027,agriculture clear cultivation primary road
train_39028,cloudy
train_39029,agriculture clear primary water
train_39030,agriculture clear primary road
train_39031,artisinal_mine habitation partly_cloudy primary road water
train_39032,clear primary
train_39033,partly_cloudy primary
train_39034,haze primary
train_39035,cloudy
train_39036,clear cultivation primary water
train_39037,clear primary
train_39038,clear primary
train_39039,clear primary
train_39040,agriculture clear cultivation primary
train_39041,clear primary
train_39042,partly_cloudy primary
train_39043,partly_cloudy primary water
train_39044,clear primary
train_39045,agriculture clear primary road
train_39046,clear primary
train_39047,clear primary
train_39048,agriculture clear cultivation primary
train_39049,clear primary
train_39050,clear primary
train_39051,partly_cloudy primary
train_39052,agriculture clear primary road
train_39053,agriculture clear habitation primary road
train_39054,cloudy
train_39055,partly_cloudy primary
train_39056,cloudy
train_39057,agriculture clear cultivation primary
train_39058,clear primary
train_39059,clear primary
train_39060,agriculture clear primary water
train_39061,cloudy
train_39062,agriculture clear cultivation primary
train_39063,partly_cloudy primary
train_39064,agriculture clear primary
train_39065,agriculture clear primary
train_39066,agriculture partly_cloudy primary
train_39067,clear primary
train_39068,clear primary
train_39069,clear primary water
train_39070,agriculture clear cultivation habitation primary road
train_39071,agriculture clear habitation primary road
train_39072,agriculture clear primary water
train_39073,clear primary
train_39074,partly_cloudy primary water
train_39075,clear primary
train_39076,agriculture clear cultivation primary
train_39077,agriculture clear habitation
train_39078,haze primary water
train_39079,artisinal_mine clear primary water
train_39080,agriculture clear primary road
train_39081,clear primary
train_39082,clear primary
train_39083,clear primary water
train_39084,clear habitation road
train_39085,agriculture clear primary road
train_39086,agriculture clear cultivation primary
train_39087,haze primary
train_39088,clear water
train_39089,agriculture clear primary water
train_39090,clear primary
train_39091,haze primary
train_39092,agriculture haze primary road
train_39093,partly_cloudy primary
train_39094,agriculture partly_cloudy primary water
train_39095,agriculture clear primary
train_39096,clear primary road selective_logging
train_39097,agriculture clear primary road
train_39098,agriculture clear primary water
train_39099,partly_cloudy primary
train_39100,bare_ground clear primary
train_39101,agriculture clear cultivation primary road
train_39102,clear primary
train_39103,partly_cloudy primary
train_39104,agriculture clear habitation primary road
train_39105,clear primary
train_39106,clear primary
train_39107,clear primary
train_39108,partly_cloudy primary water
train_39109,agriculture clear primary
train_39110,partly_cloudy primary
train_39111,clear primary
train_39112,clear primary road water
train_39113,agriculture clear cultivation primary
